ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,TotalProductCost,SalesAmount
217,20130517,20130529,20130524,25163,SO58185,13.0863,34.99
606,20130517,20130529,20130524,22113,SO58186,343.6496,539.99
479,20130517,20130529,20130524,22113,SO58186,3.3623,8.99
477,20130517,20130529,20130524,22113,SO58186,1.8663,4.99
222,20130517,20130529,20130524,22113,SO58186,13.0863,34.99
382,20130517,20130529,20130524,20109,SO58187,713.0798,1120.49
214,20130517,20130529,20130524,20109,SO58187,13.0863,34.99
584,20130517,20130529,20130524,26219,SO58188,343.6496,539.99
538,20130517,20130529,20130524,26219,SO58188,8.0373,21.49
225,20130517,20130529,20130524,26219,SO58188,6.9223,8.99
606,20130517,20130529,20130524,16580,SO58189,343.6496,539.99
538,20130517,20130529,20130524,16580,SO58189,8.0373,21.49
529,20130517,20130529,20130524,16580,SO58189,1.4923,3.99
217,20130517,20130529,20130524,16580,SO58189,13.0863,34.99
225,20130517,20130529,20130524,15932,SO58190,6.9223,8.99
574,20130517,20130529,20130524,15932,SO58190,1481.9379,2384.07
575,20130517,20130529,20130524,28415,SO58191,1481.9379,2384.07
225,20130517,20130529,20130524,28415,SO58191,6.9223,8.99
217,20130517,20130529,20130524,28415,SO58191,13.0863,34.99
386,20130518,20130530,20130525,24361,SO58192,713.0798,1120.49
214,20130518,20130530,20130525,24361,SO58192,13.0863,34.99
489,20130518,20130530,20130525,24361,SO58192,41.5723,53.99
361,20130518,20130530,20130525,13408,SO58193,1251.9813,2294.99
537,20130518,20130530,20130525,13408,SO58193,13.09,35
528,20130518,20130530,20130525,13408,SO58193,1.8663,4.99
477,20130518,20130530,20130525,13408,SO58193,1.8663,4.99
478,20130518,20130530,20130525,13408,SO58193,3.7363,9.99
353,20130518,20130530,20130525,12271,SO58194,1265.6195,2319.99
478,20130518,20130530,20130525,12271,SO58194,3.7363,9.99
477,20130518,20130530,20130525,12271,SO58194,1.8663,4.99
484,20130518,20130530,20130525,12271,SO58194,2.9733,7.95
357,20130518,20130530,20130525,13259,SO58195,1265.6195,2319.99
485,20130518,20130530,20130525,13259,SO58195,8.2205,21.98
477,20130518,20130530,20130525,13259,SO58195,1.8663,4.99
478,20130518,20130530,20130525,13259,SO58195,3.7363,9.99
214,20130518,20130530,20130525,13259,SO58195,13.0863,34.99
225,20130518,20130530,20130525,13259,SO58195,6.9223,8.99
363,20130518,20130530,20130525,13252,SO58196,1251.9813,2294.99
222,20130518,20130530,20130525,13252,SO58196,13.0863,34.99
485,20130518,20130530,20130525,17346,SO58197,8.2205,21.98
214,20130518,20130530,20130525,17346,SO58197,13.0863,34.99
475,20130518,20130530,20130525,27520,SO58198,26.1763,69.99
482,20130518,20130530,20130525,27520,SO58198,3.3623,8.99
541,20130518,20130530,20130525,19583,SO58199,10.8423,28.99
530,20130518,20130530,20130525,19583,SO58199,1.8663,4.99
487,20130518,20130530,20130525,19583,SO58199,20.5663,54.99
481,20130518,20130530,20130525,19583,SO58199,3.3623,8.99
541,20130518,20130530,20130525,19566,SO58200,10.8423,28.99
530,20130518,20130530,20130525,19566,SO58200,1.8663,4.99
214,20130518,20130530,20130525,19566,SO58200,13.0863,34.99
541,20130518,20130530,20130525,26714,SO58201,10.8423,28.99
530,20130518,20130530,20130525,26714,SO58201,1.8663,4.99
480,20130518,20130530,20130525,26714,SO58201,0.8565,2.29
535,20130518,20130530,20130525,11287,SO58202,9.3463,24.99
528,20130518,20130530,20130525,11287,SO58202,1.8663,4.99
222,20130518,20130530,20130525,11287,SO58202,13.0863,34.99
541,20130518,20130530,20130525,27247,SO58203,10.8423,28.99
530,20130518,20130530,20130525,27247,SO58203,1.8663,4.99
217,20130518,20130530,20130525,27247,SO58203,13.0863,34.99
530,20130518,20130530,20130525,27610,SO58204,1.8663,4.99
541,20130518,20130530,20130525,27610,SO58204,10.8423,28.99
479,20130518,20130530,20130525,27610,SO58204,3.3623,8.99
535,20130518,20130530,20130525,26062,SO58205,9.3463,24.99
463,20130518,20130530,20130525,26062,SO58205,9.1593,24.49
541,20130518,20130530,20130525,26556,SO58206,10.8423,28.99
530,20130518,20130530,20130525,26556,SO58206,1.8663,4.99
480,20130518,20130530,20130525,26556,SO58206,0.8565,2.29
540,20130518,20130530,20130525,24313,SO58207,12.1924,32.6
529,20130518,20130530,20130525,24313,SO58207,1.4923,3.99
481,20130518,20130530,20130525,24313,SO58207,3.3623,8.99
528,20130518,20130530,20130525,12430,SO58208,1.8663,4.99
536,20130518,20130530,20130525,12430,SO58208,11.2163,29.99
217,20130518,20130530,20130525,12430,SO58208,13.0863,34.99
540,20130518,20130530,20130525,25900,SO58209,12.1924,32.6
225,20130518,20130530,20130525,25900,SO58209,6.9223,8.99
540,20130518,20130530,20130525,25164,SO58210,12.1924,32.6
480,20130518,20130530,20130525,25164,SO58210,0.8565,2.29
536,20130518,20130530,20130525,23823,SO58211,11.2163,29.99
463,20130518,20130530,20130525,23823,SO58211,9.1593,24.49
477,20130518,20130530,20130525,23823,SO58211,1.8663,4.99
536,20130518,20130530,20130525,22752,SO58212,11.2163,29.99
480,20130518,20130530,20130525,22752,SO58212,0.8565,2.29
536,20130518,20130530,20130525,22165,SO58213,11.2163,29.99
480,20130518,20130530,20130525,22165,SO58213,0.8565,2.29
486,20130518,20130530,20130525,22165,SO58213,59.466,159
478,20130518,20130530,20130525,20776,SO58214,3.7363,9.99
477,20130518,20130530,20130525,20776,SO58214,1.8663,4.99
484,20130518,20130530,20130525,20776,SO58214,2.9733,7.95
475,20130518,20130530,20130525,27653,SO58215,26.1763,69.99
234,20130518,20130530,20130525,27653,SO58215,38.4923,49.99
482,20130518,20130530,20130525,27653,SO58215,3.3623,8.99
474,20130518,20130530,20130525,20327,SO58216,26.1763,69.99
477,20130518,20130530,20130525,17611,SO58217,1.8663,4.99
217,20130518,20130530,20130525,17611,SO58217,13.0863,34.99
528,20130518,20130530,20130525,14503,SO58218,1.8663,4.99
217,20130518,20130530,20130525,14503,SO58218,13.0863,34.99
528,20130518,20130530,20130525,15870,SO58219,1.8663,4.99
480,20130518,20130530,20130525,15870,SO58219,0.8565,2.29
528,20130518,20130530,20130525,15274,SO58220,1.8663,4.99
217,20130518,20130530,20130525,15274,SO58220,13.0863,34.99
237,20130518,20130530,20130525,15274,SO58220,38.4923,49.99
463,20130518,20130530,20130525,15274,SO58220,9.1593,24.49
485,20130518,20130530,20130525,17224,SO58221,8.2205,21.98
478,20130518,20130530,20130525,17224,SO58221,3.7363,9.99
217,20130518,20130530,20130525,17224,SO58221,13.0863,34.99
463,20130518,20130530,20130525,22381,SO58222,9.1593,24.49
477,20130518,20130530,20130525,22381,SO58222,1.8663,4.99
536,20130518,20130530,20130525,23628,SO58223,11.2163,29.99
528,20130518,20130530,20130525,23628,SO58223,1.8663,4.99
214,20130518,20130530,20130525,23628,SO58223,13.0863,34.99
528,20130518,20130530,20130525,23614,SO58224,1.8663,4.99
536,20130518,20130530,20130525,23614,SO58224,11.2163,29.99
222,20130518,20130530,20130525,23614,SO58224,13.0863,34.99
228,20130518,20130530,20130525,23614,SO58224,38.4923,49.99
463,20130518,20130530,20130525,23614,SO58224,9.1593,24.49
529,20130518,20130530,20130525,20960,SO58225,1.4923,3.99
480,20130518,20130530,20130525,20960,SO58225,0.8565,2.29
541,20130518,20130530,20130525,26839,SO58226,10.8423,28.99
530,20130518,20130530,20130525,26839,SO58226,1.8663,4.99
222,20130518,20130530,20130525,26839,SO58226,13.0863,34.99
225,20130518,20130530,20130525,26839,SO58226,6.9223,8.99
530,20130518,20130530,20130525,22683,SO58227,1.8663,4.99
541,20130518,20130530,20130525,22683,SO58227,10.8423,28.99
467,20130518,20130530,20130525,22683,SO58227,9.1593,24.49
530,20130518,20130530,20130525,13494,SO58228,1.8663,4.99
214,20130518,20130530,20130525,13494,SO58228,13.0863,34.99
537,20130518,20130530,20130525,13708,SO58229,13.09,35
528,20130518,20130530,20130525,13708,SO58229,1.8663,4.99
537,20130518,20130530,20130525,11823,SO58230,13.09,35
528,20130518,20130530,20130525,11823,SO58230,1.8663,4.99
478,20130518,20130530,20130525,11823,SO58230,3.7363,9.99
477,20130518,20130530,20130525,11823,SO58230,1.8663,4.99
225,20130518,20130530,20130525,11823,SO58230,6.9223,8.99
528,20130518,20130530,20130525,12954,SO58231,1.8663,4.99
537,20130518,20130530,20130525,12954,SO58231,13.09,35
480,20130518,20130530,20130525,12954,SO58231,0.8565,2.29
485,20130518,20130530,20130525,13439,SO58232,8.2205,21.98
222,20130518,20130530,20130525,13439,SO58232,13.0863,34.99
225,20130518,20130530,20130525,13146,SO58233,6.9223,8.99
485,20130518,20130530,20130525,13146,SO58233,8.2205,21.98
378,20130518,20130530,20130525,20405,SO58234,1554.9479,2443.35
483,20130518,20130530,20130525,20405,SO58234,44.88,120
581,20130518,20130530,20130525,16998,SO58235,1082.51,1700.99
217,20130518,20130530,20130525,16998,SO58235,13.0863,34.99
355,20130518,20130530,20130525,13298,SO58236,1265.6195,2319.99
478,20130518,20130530,20130525,13298,SO58236,3.7363,9.99
585,20130518,20130530,20130525,27900,SO58237,461.4448,742.35
214,20130518,20130530,20130525,27900,SO58237,13.0863,34.99
380,20130518,20130530,20130525,19795,SO58238,1554.9479,2443.35
479,20130518,20130530,20130525,19795,SO58238,3.3623,8.99
225,20130518,20130530,20130525,19795,SO58238,6.9223,8.99
477,20130518,20130530,20130525,19795,SO58238,1.8663,4.99
582,20130518,20130530,20130525,19562,SO58239,1082.51,1700.99
214,20130518,20130530,20130525,19562,SO58239,13.0863,34.99
580,20130518,20130530,20130525,23120,SO58240,1082.51,1700.99
359,20130518,20130530,20130525,13011,SO58241,1251.9813,2294.99
485,20130518,20130530,20130525,13011,SO58241,8.2205,21.98
361,20130518,20130530,20130525,12699,SO58242,1251.9813,2294.99
477,20130518,20130530,20130525,12699,SO58242,1.8663,4.99
478,20130518,20130530,20130525,12699,SO58242,3.7363,9.99
487,20130518,20130530,20130525,12699,SO58242,20.5663,54.99
357,20130518,20130530,20130525,11901,SO58243,1265.6195,2319.99
487,20130518,20130530,20130525,11901,SO58243,20.5663,54.99
353,20130518,20130530,20130525,12701,SO58244,1265.6195,2319.99
537,20130518,20130530,20130525,12701,SO58244,13.09,35
355,20130518,20130530,20130525,12988,SO58245,1265.6195,2319.99
528,20130518,20130530,20130525,12988,SO58245,1.8663,4.99
537,20130518,20130530,20130525,12988,SO58245,13.09,35
480,20130518,20130530,20130525,12988,SO58245,0.8565,2.29
483,20130518,20130530,20130525,12988,SO58245,44.88,120
376,20130518,20130530,20130525,19772,SO58246,1554.9479,2443.35
479,20130518,20130530,20130525,19772,SO58246,3.3623,8.99
563,20130518,20130530,20130525,11835,SO58247,1481.9379,2384.07
541,20130518,20130530,20130525,11835,SO58247,10.8423,28.99
530,20130518,20130530,20130525,11835,SO58247,1.8663,4.99
222,20130518,20130530,20130525,11835,SO58247,13.0863,34.99
584,20130518,20130530,20130525,25288,SO58248,343.6496,539.99
388,20130519,20130531,20130526,24923,SO58249,713.0798,1120.49
477,20130519,20130531,20130526,24923,SO58249,1.8663,4.99
479,20130519,20130531,20130526,24923,SO58249,3.3623,8.99
465,20130519,20130531,20130526,24923,SO58249,9.1593,24.49
359,20130519,20130531,20130526,14716,SO58250,1251.9813,2294.99
357,20130519,20130531,20130526,12300,SO58251,1265.6195,2319.99
479,20130519,20130531,20130526,11276,SO58252,3.3623,8.99
477,20130519,20130531,20130526,11276,SO58252,1.8663,4.99
487,20130519,20130531,20130526,13125,SO58253,20.5663,54.99
231,20130519,20130531,20130526,13125,SO58253,38.4923,49.99
580,20130519,20130531,20130526,17646,SO58254,1082.51,1700.99
234,20130519,20130531,20130526,17646,SO58254,38.4923,49.99
491,20130519,20130531,20130526,11691,SO58255,41.5723,53.99
529,20130519,20130531,20130526,18759,SO58256,1.4923,3.99
538,20130519,20130531,20130526,18759,SO58256,8.0373,21.49
231,20130519,20130531,20130526,18759,SO58256,38.4923,49.99
541,20130519,20130531,20130526,27630,SO58257,10.8423,28.99
225,20130519,20130531,20130526,27630,SO58257,6.9223,8.99
530,20130519,20130531,20130526,27630,SO58257,1.8663,4.99
535,20130519,20130531,20130526,26052,SO58258,9.3463,24.99
538,20130519,20130531,20130526,27410,SO58259,8.0373,21.49
480,20130519,20130531,20130526,27410,SO58259,0.8565,2.29
535,20130519,20130531,20130526,26541,SO58260,9.3463,24.99
478,20130519,20130531,20130526,15868,SO58261,3.7363,9.99
477,20130519,20130531,20130526,15868,SO58261,1.8663,4.99
463,20130519,20130531,20130526,15868,SO58261,9.1593,24.49
217,20130519,20130531,20130526,15868,SO58261,13.0863,34.99
478,20130519,20130531,20130526,21449,SO58262,3.7363,9.99
477,20130519,20130531,20130526,21449,SO58262,1.8663,4.99
474,20130519,20130531,20130526,19859,SO58263,26.1763,69.99
477,20130519,20130531,20130526,14079,SO58264,1.8663,4.99
473,20130519,20130531,20130526,14079,SO58264,23.749,63.5
478,20130519,20130531,20130526,14079,SO58264,3.7363,9.99
476,20130519,20130531,20130526,18773,SO58265,26.1763,69.99
481,20130519,20130531,20130526,18773,SO58265,3.3623,8.99
477,20130519,20130531,20130526,24729,SO58266,1.8663,4.99
489,20130519,20130531,20130526,24729,SO58266,41.5723,53.99
528,20130519,20130531,20130526,15504,SO58267,1.8663,4.99
222,20130519,20130531,20130526,15504,SO58267,13.0863,34.99
528,20130519,20130531,20130526,14562,SO58268,1.8663,4.99
480,20130519,20130531,20130526,14562,SO58268,0.8565,2.29
475,20130519,20130531,20130526,16593,SO58269,26.1763,69.99
465,20130519,20130531,20130526,16593,SO58269,9.1593,24.49
538,20130519,20130531,20130526,24878,SO58270,8.0373,21.49
480,20130519,20130531,20130526,24878,SO58270,0.8565,2.29
477,20130519,20130531,20130526,19465,SO58271,1.8663,4.99
529,20130519,20130531,20130526,24548,SO58272,1.4923,3.99
222,20130519,20130531,20130526,24548,SO58272,13.0863,34.99
530,20130519,20130531,20130526,17776,SO58273,1.8663,4.99
480,20130519,20130531,20130526,17776,SO58273,0.8565,2.29
372,20130519,20130531,20130526,16490,SO58274,1554.9479,2443.35
222,20130519,20130531,20130526,16490,SO58274,13.0863,34.99
580,20130519,20130531,20130526,16997,SO58275,1082.51,1700.99
225,20130519,20130531,20130526,16997,SO58275,6.9223,8.99
491,20130519,20130531,20130526,16997,SO58275,41.5723,53.99
599,20130519,20130531,20130526,19412,SO58276,294.5797,539.99
478,20130519,20130531,20130526,19412,SO58276,3.7363,9.99
473,20130519,20130531,20130526,19412,SO58276,23.749,63.5
477,20130519,20130531,20130526,19412,SO58276,1.8663,4.99
225,20130519,20130531,20130526,12380,SO58277,6.9223,8.99
577,20130519,20130531,20130526,12380,SO58277,755.1508,1214.85
357,20130519,20130531,20130526,13076,SO58278,1265.6195,2319.99
487,20130519,20130531,20130526,13076,SO58278,20.5663,54.99
488,20130519,20130531,20130526,13076,SO58278,41.5723,53.99
353,20130519,20130531,20130526,13082,SO58279,1265.6195,2319.99
487,20130519,20130531,20130526,13082,SO58279,20.5663,54.99
484,20130519,20130531,20130526,13082,SO58279,2.9733,7.95
576,20130519,20130531,20130526,24352,SO58280,1481.9379,2384.07
481,20130519,20130531,20130526,24352,SO58280,3.3623,8.99
584,20130519,20130531,20130526,22131,SO58281,343.6496,539.99
538,20130519,20130531,20130526,22131,SO58281,8.0373,21.49
584,20130519,20130531,20130526,21400,SO58282,343.6496,539.99
477,20130519,20130531,20130526,21400,SO58282,1.8663,4.99
479,20130519,20130531,20130526,21400,SO58282,3.3623,8.99
471,20130519,20130531,20130526,21400,SO58282,23.749,63.5
604,20130519,20130531,20130526,22133,SO58283,343.6496,539.99
477,20130519,20130531,20130526,22133,SO58283,1.8663,4.99
479,20130519,20130531,20130526,22133,SO58283,3.3623,8.99
480,20130519,20130531,20130526,22133,SO58283,0.8565,2.29
606,20130519,20130531,20130526,21589,SO58284,343.6496,539.99
386,20130519,20130531,20130526,18855,SO58285,713.0798,1120.49
214,20130519,20130531,20130526,18855,SO58285,13.0863,34.99
382,20130519,20130531,20130526,23983,SO58286,713.0798,1120.49
539,20130519,20130531,20130526,23983,SO58286,9.3463,24.99
231,20130519,20130531,20130526,23983,SO58286,38.4923,49.99
604,20130519,20130531,20130526,26824,SO58287,343.6496,539.99
529,20130519,20130531,20130526,26824,SO58287,1.4923,3.99
538,20130519,20130531,20130526,26824,SO58287,8.0373,21.49
480,20130519,20130531,20130526,26824,SO58287,0.8565,2.29
361,20130520,20130601,20130527,12492,SO58288,1251.9813,2294.99
478,20130520,20130601,20130527,12492,SO58288,3.7363,9.99
217,20130520,20130601,20130527,12492,SO58288,13.0863,34.99
539,20130520,20130601,20130527,16185,SO58289,9.3463,24.99
536,20130520,20130601,20130527,15812,SO58290,11.2163,29.99
528,20130520,20130601,20130527,15812,SO58290,1.8663,4.99
214,20130520,20130601,20130527,15812,SO58290,13.0863,34.99
482,20130520,20130601,20130527,15812,SO58290,3.3623,8.99
536,20130520,20130601,20130527,16626,SO58291,11.2163,29.99
528,20130520,20130601,20130527,16626,SO58291,1.8663,4.99
528,20130520,20130601,20130527,18325,SO58292,1.8663,4.99
536,20130520,20130601,20130527,18325,SO58292,11.2163,29.99
222,20130520,20130601,20130527,18325,SO58292,13.0863,34.99
538,20130520,20130601,20130527,24893,SO58293,8.0373,21.49
480,20130520,20130601,20130527,24893,SO58293,0.8565,2.29
485,20130520,20130601,20130527,16738,SO58294,8.2205,21.98
225,20130520,20130601,20130527,16738,SO58294,6.9223,8.99
538,20130520,20130601,20130527,20212,SO58295,8.0373,21.49
480,20130520,20130601,20130527,20212,SO58295,0.8565,2.29
477,20130520,20130601,20130527,19676,SO58296,1.8663,4.99
489,20130520,20130601,20130527,19676,SO58296,41.5723,53.99
225,20130520,20130601,20130527,19676,SO58296,6.9223,8.99
225,20130520,20130601,20130527,27369,SO58297,6.9223,8.99
474,20130520,20130601,20130527,27369,SO58297,26.1763,69.99
217,20130520,20130601,20130527,14014,SO58298,13.0863,34.99
380,20130520,20130601,20130527,24573,SO58299,1554.9479,2443.35
483,20130520,20130601,20130527,24573,SO58299,44.88,120
529,20130520,20130601,20130527,11519,SO58300,1.4923,3.99
480,20130520,20130601,20130527,11519,SO58300,0.8565,2.29
529,20130520,20130601,20130527,29162,SO58301,1.4923,3.99
228,20130520,20130601,20130527,29162,SO58301,38.4923,49.99
528,20130520,20130601,20130527,26047,SO58302,1.8663,4.99
535,20130520,20130601,20130527,26047,SO58302,9.3463,24.99
217,20130520,20130601,20130527,26047,SO58302,13.0863,34.99
541,20130520,20130601,20130527,26260,SO58303,10.8423,28.99
530,20130520,20130601,20130527,26260,SO58303,1.8663,4.99
217,20130520,20130601,20130527,26260,SO58303,13.0863,34.99
465,20130520,20130601,20130527,26260,SO58303,9.1593,24.49
540,20130520,20130601,20130527,24656,SO58304,12.1924,32.6
480,20130520,20130601,20130527,24656,SO58304,0.8565,2.29
529,20130520,20130601,20130527,25044,SO58305,1.4923,3.99
540,20130520,20130601,20130527,25044,SO58305,12.1924,32.6
536,20130520,20130601,20130527,22766,SO58306,11.2163,29.99
536,20130520,20130601,20130527,15418,SO58307,11.2163,29.99
528,20130520,20130601,20130527,15418,SO58307,1.8663,4.99
217,20130520,20130601,20130527,15418,SO58307,13.0863,34.99
478,20130520,20130601,20130527,14897,SO58308,3.7363,9.99
477,20130520,20130601,20130527,14897,SO58308,1.8663,4.99
222,20130520,20130601,20130527,14897,SO58308,13.0863,34.99
463,20130520,20130601,20130527,14897,SO58308,9.1593,24.49
476,20130520,20130601,20130527,11841,SO58309,26.1763,69.99
528,20130520,20130601,20130527,17343,SO58310,1.8663,4.99
222,20130520,20130601,20130527,17343,SO58310,13.0863,34.99
477,20130520,20130601,20130527,23673,SO58311,1.8663,4.99
225,20130520,20130601,20130527,13471,SO58312,6.9223,8.99
485,20130520,20130601,20130527,13471,SO58312,8.2205,21.98
485,20130520,20130601,20130527,13480,SO58313,8.2205,21.98
465,20130520,20130601,20130527,13480,SO58313,9.1593,24.49
214,20130520,20130601,20130527,13480,SO58313,13.0863,34.99
537,20130520,20130601,20130527,15705,SO58314,13.09,35
222,20130520,20130601,20130527,15705,SO58314,13.0863,34.99
529,20130520,20130601,20130527,12490,SO58315,1.4923,3.99
540,20130520,20130601,20130527,12490,SO58315,12.1924,32.6
480,20130520,20130601,20130527,12490,SO58315,0.8565,2.29
536,20130520,20130601,20130527,17954,SO58316,11.2163,29.99
528,20130520,20130601,20130527,17954,SO58316,1.8663,4.99
529,20130520,20130601,20130527,19466,SO58317,1.4923,3.99
539,20130520,20130601,20130527,19466,SO58317,9.3463,24.99
222,20130520,20130601,20130527,19466,SO58317,13.0863,34.99
539,20130520,20130601,20130527,16330,SO58318,9.3463,24.99
529,20130520,20130601,20130527,16330,SO58318,1.4923,3.99
480,20130520,20130601,20130527,16330,SO58318,0.8565,2.29
528,20130520,20130601,20130527,18043,SO58319,1.8663,4.99
536,20130520,20130601,20130527,18043,SO58319,11.2163,29.99
528,20130520,20130601,20130527,11315,SO58320,1.8663,4.99
537,20130520,20130601,20130527,11315,SO58320,13.09,35
537,20130520,20130601,20130527,14724,SO58321,13.09,35
528,20130520,20130601,20130527,14724,SO58321,1.8663,4.99
485,20130520,20130601,20130527,14724,SO58321,8.2205,21.98
480,20130520,20130601,20130527,14724,SO58321,0.8565,2.29
537,20130520,20130601,20130527,11822,SO58322,13.09,35
480,20130520,20130601,20130527,11822,SO58322,0.8565,2.29
485,20130520,20130601,20130527,12453,SO58323,8.2205,21.98
485,20130520,20130601,20130527,19693,SO58324,8.2205,21.98
478,20130520,20130601,20130527,19693,SO58324,3.7363,9.99
477,20130520,20130601,20130527,19693,SO58324,1.8663,4.99
217,20130520,20130601,20130527,19693,SO58324,13.0863,34.99
537,20130520,20130601,20130527,12409,SO58325,13.09,35
537,20130520,20130601,20130527,12045,SO58326,13.09,35
485,20130520,20130601,20130527,12045,SO58326,8.2205,21.98
477,20130520,20130601,20130527,12616,SO58327,1.8663,4.99
478,20130520,20130601,20130527,12616,SO58327,3.7363,9.99
485,20130520,20130601,20130527,16089,SO58328,8.2205,21.98
486,20130520,20130601,20130527,16089,SO58328,59.466,159
583,20130520,20130601,20130527,17028,SO58329,1082.51,1700.99
490,20130520,20130601,20130527,17028,SO58329,41.5723,53.99
225,20130520,20130601,20130527,17028,SO58329,6.9223,8.99
590,20130520,20130601,20130527,14416,SO58330,419.7784,769.49
587,20130520,20130601,20130527,14284,SO58331,419.7784,769.49
589,20130520,20130601,20130527,14342,SO58332,419.7784,769.49
222,20130520,20130601,20130527,14342,SO58332,13.0863,34.99
361,20130520,20130601,20130527,13340,SO58333,1251.9813,2294.99
478,20130520,20130601,20130527,13340,SO58333,3.7363,9.99
477,20130520,20130601,20130527,13340,SO58333,1.8663,4.99
487,20130520,20130601,20130527,13340,SO58333,20.5663,54.99
363,20130520,20130601,20130527,13660,SO58334,1251.9813,2294.99
485,20130520,20130601,20130527,13660,SO58334,8.2205,21.98
214,20130520,20130601,20130527,13660,SO58334,13.0863,34.99
363,20130520,20130601,20130527,13326,SO58335,1251.9813,2294.99
537,20130520,20130601,20130527,13326,SO58335,13.09,35
590,20130520,20130601,20130527,17048,SO58336,419.7784,769.49
222,20130520,20130601,20130527,17048,SO58336,13.0863,34.99
589,20130520,20130601,20130527,17055,SO58337,419.7784,769.49
372,20130520,20130601,20130527,13525,SO58338,1554.9479,2443.35
477,20130520,20130601,20130527,13525,SO58338,1.8663,4.99
479,20130520,20130601,20130527,13525,SO58338,3.3623,8.99
491,20130520,20130601,20130527,13525,SO58338,41.5723,53.99
463,20130520,20130601,20130527,13525,SO58338,9.1593,24.49
605,20130520,20130601,20130527,28313,SO58339,343.6496,539.99
479,20130520,20130601,20130527,28313,SO58339,3.3623,8.99
477,20130520,20130601,20130527,28313,SO58339,1.8663,4.99
214,20130520,20130601,20130527,28313,SO58339,13.0863,34.99
225,20130520,20130601,20130527,28313,SO58339,6.9223,8.99
237,20130520,20130601,20130527,28313,SO58339,38.4923,49.99
353,20130520,20130601,20130527,13006,SO58340,1265.6195,2319.99
380,20130520,20130601,20130527,19773,SO58341,1554.9479,2443.35
217,20130520,20130601,20130527,19773,SO58341,13.0863,34.99
577,20130520,20130601,20130527,23396,SO58342,755.1508,1214.85
217,20130520,20130601,20130527,23396,SO58342,13.0863,34.99
471,20130520,20130601,20130527,23396,SO58342,23.749,63.5
573,20130520,20130601,20130527,25191,SO58343,1481.9379,2384.07
214,20130520,20130601,20130527,25191,SO58343,13.0863,34.99
384,20130520,20130601,20130527,20026,SO58344,713.0798,1120.49
529,20130520,20130601,20130527,20026,SO58344,1.4923,3.99
539,20130520,20130601,20130527,20026,SO58344,9.3463,24.99
471,20130520,20130601,20130527,20026,SO58344,23.749,63.5
386,20130520,20130601,20130527,21313,SO58345,713.0798,1120.49
222,20130520,20130601,20130527,21313,SO58345,13.0863,34.99
584,20130520,20130601,20130527,26359,SO58346,343.6496,539.99
538,20130520,20130601,20130527,26359,SO58346,8.0373,21.49
529,20130520,20130601,20130527,26359,SO58346,1.4923,3.99
214,20130520,20130601,20130527,26359,SO58346,13.0863,34.99
604,20130520,20130601,20130527,26360,SO58347,343.6496,539.99
574,20130520,20130601,20130527,25729,SO58348,1481.9379,2384.07
479,20130520,20130601,20130527,25729,SO58348,3.3623,8.99
477,20130520,20130601,20130527,25729,SO58348,1.8663,4.99
214,20130520,20130601,20130527,25729,SO58348,13.0863,34.99
565,20130520,20130601,20130527,28481,SO58349,461.4448,742.35
541,20130520,20130601,20130527,28481,SO58349,10.8423,28.99
530,20130520,20130601,20130527,28481,SO58349,1.8663,4.99
480,20130520,20130601,20130527,28481,SO58349,0.8565,2.29
390,20130521,20130602,20130528,23575,SO58350,713.0798,1120.49
382,20130521,20130602,20130528,24918,SO58351,713.0798,1120.49
363,20130521,20130602,20130528,12228,SO58352,1251.9813,2294.99
222,20130521,20130602,20130528,12228,SO58352,13.0863,34.99
361,20130521,20130602,20130528,12284,SO58353,1251.9813,2294.99
537,20130521,20130602,20130528,12284,SO58353,13.09,35
477,20130521,20130602,20130528,11507,SO58354,1.8663,4.99
479,20130521,20130602,20130528,11507,SO58354,3.3623,8.99
222,20130521,20130602,20130528,11507,SO58354,13.0863,34.99
476,20130521,20130602,20130528,27344,SO58355,26.1763,69.99
530,20130521,20130602,20130528,23576,SO58356,1.8663,4.99
217,20130521,20130602,20130528,23576,SO58356,13.0863,34.99
581,20130521,20130602,20130528,17761,SO58357,1082.51,1700.99
482,20130521,20130602,20130528,17761,SO58357,3.3623,8.99
231,20130521,20130602,20130528,17761,SO58357,38.4923,49.99
583,20130521,20130602,20130528,20875,SO58358,1082.51,1700.99
214,20130521,20130602,20130528,20875,SO58358,13.0863,34.99
582,20130521,20130602,20130528,20885,SO58359,1082.51,1700.99
217,20130521,20130602,20130528,20885,SO58359,13.0863,34.99
592,20130521,20130602,20130528,17753,SO58360,308.2179,564.99
485,20130521,20130602,20130528,17753,SO58360,8.2205,21.98
478,20130521,20130602,20130528,17753,SO58360,3.7363,9.99
477,20130521,20130602,20130528,17753,SO58360,1.8663,4.99
214,20130521,20130602,20130528,17753,SO58360,13.0863,34.99
376,20130521,20130602,20130528,24577,SO58361,1554.9479,2443.35
225,20130521,20130602,20130528,24577,SO58361,6.9223,8.99
217,20130521,20130602,20130528,24577,SO58361,13.0863,34.99
588,20130521,20130602,20130528,13801,SO58362,419.7784,769.49
231,20130521,20130602,20130528,13801,SO58362,38.4923,49.99
480,20130521,20130602,20130528,11322,SO58363,0.8565,2.29
539,20130521,20130602,20130528,28980,SO58364,9.3463,24.99
